species	length	name
PCAU	58	PCAUDG17090
PCAU	1431	PCAUDG17091
PCAU	193	PCAUDG17092
PCAU	987	PCAUDG17093
PCAU	446	PCAUDG17094
PCAU	8	PCAUDG17095
PCAU	11	PCAUDG17096
PCAU	22	PCAUDG17097
PCAU	15	PCAUDG17098
PCAU	16	PCAUDG17099
PCAU	15	PCAUDG17100
PCAU	10	PCAUDG17101
PCAU	13	PCAUDG17102
PCAU	122	PCAUDG17103
PCAU	18	PCAUDG17104
PCAU	14	PCAUDG17105
PCAU	173	PCAUDG17106
PCAU	7	PCAUDG17107
PCAU	13	PCAUDG17108
PCAU	31	PCAUDG17109
PCAU	24	PCAUDG17110
PCAU	6	PCAUDG17111
PCAU	20	PCAUDG17112
PCAU	9	PCAUDG17113
PCAU	14	PCAUDG17114
PCAU	96	PCAUDG17115
PCAU	8	PCAUDG17116
PCAU	17	PCAUDG17117
PCAU	45	PCAUDG17118
PCAU	85	PCAUDG17119
PCAU	26	PCAUDG17120
PCAU	51	PCAUDG17121
PCAU	16	PCAUDG17122
PCAU	233	PCAUDG17123
PCAU	10	PCAUDG17124
PCAU	136	PCAUDG17125
PCAU	41	PCAUDG17126
PCAU	35	PCAUDG17127
PCAU	27	PCAUDG17128
PCAU	158	PCAUDG17129
PCAU	708	PCAUDG17130
PCAU	246	PCAUDG18509
PCAU	8232	PCAUDG18230
PCAU	1085	PCAUDG18231
PCAU	114	PCAUDG18232
PCAU	341	PCAUDG16763
PCAU	98	PCAUDG16764
PCAU	20	PCAUDG16765
PCAU	11	PCAUDG16766
PCAU	38	PCAUDG16767
PCAU	31	PCAUDG16768
PCAU	11	PCAUDG16769
PCAU	389	PCAUDG16770
PCAU	32	PCAUDG16771
PCAU	53	PCAUDG16772
PCAU	109	PCAUDG16773
PCAU	21	PCAUDG16774
PCAU	52	PCAUDG16775
PCAU	16	PCAUDG16776
PCAU	277	PCAUDG16777
PCAU	154	PCAUDG16778
PCAU	29	PCAUDG16779
PCAU	73	PCAUDG16780
PCAU	29	PCAUDG16781
PCAU	507	PCAUDG16782
PCAU	56	PCAUDG16783
PCAU	66	PCAUDG16784
PCAU	80	PCAUDG16785
PCAU	38	PCAUDG16786
PCAU	52	PCAUDG16787
PCAU	43	PCAUDG16788
PCAU	82	PCAUDG16789
PCAU	544	PCAUDG16790
PCAU	259	PCAUDG16791
PCAU	55	PCAUDG16792
PCAU	258	PCAUDG16793
PCAU	34	PCAUDG16794
PCAU	235	PCAUDG16795
PCAU	23	PCAUDG16796
PCAU	21	PCAUDG16797
PCAU	133	PCAUDG16798
PCAU	20	PCAUDG16799
PCAU	10	PCAUDG16800
PCAU	23	PCAUDG16801
PCAU	27	PCAUDG16802
PCAU	41	PCAUDG16803
PCAU	273	PCAUDG16804
PCAU	21	PCAUDG16805
PCAU	18	PCAUDG16806
PCAU	1039	PCAUDG16807
PCAU	128	PCAUDG16808
PCAU	34	PCAUDG16809
PCAU	298	PCAUDG16810
PCAU	349	PCAUDG16811
PCAU	110	PCAUDG16812
PCAU	85	PCAUDG16813
PCAU	90	PCAUDG16814
PCAU	227	PCAUDG16815
PCAU	541	PCAUDG16816
PCAU	170	PCAUDG16817
PCAU	105	PCAUDG16818
PCAU	227	PCAUDG16819
PCAU	39	PCAUDG16820
PCAU	100	PCAUDG16821
PCAU	56	PCAUDG16822
PCAU	21	PCAUDG16823
PCAU	17	PCAUDG16824
PCAU	11	PCAUDG16825
PCAU	12	PCAUDG16826
PCAU	4	PCAUDG16827
PCAU	17	PCAUDG16828
PCAU	11	PCAUDG16829
PCAU	14	PCAUDG16830
PCAU	15	PCAUDG16831
PCAU	20	PCAUDG16832
PCAU	12	PCAUDG16833
PCAU	16	PCAUDG16834
PCAU	15	PCAUDG16835
PCAU	14	PCAUDG16836
PCAU	12	PCAUDG16837
PCAU	6	PCAUDG16838
PCAU	28	PCAUDG16839
PCAU	22	PCAUDG16840
PCAU	320	PCAUDG16841
PCAU	54	PCAUDG16842
PCAU	41	PCAUDG16843
PCAU	21	PCAUDG16844
PCAU	12	PCAUDG16845
PCAU	24	PCAUDG16846
PCAU	159	PCAUDG16847
PCAU	72	PCAUDG16848
PCAU	478	PCAUDG16849
PCAU	38	PCAUDG16850
PCAU	89	PCAUDG16851
PCAU	231	PCAUDG16852
PCAU	57	PCAUDG16853
PCAU	182	PCAUDG16854
PCAU	9	PCAUDG16855
PCAU	17	PCAUDG16856
PCAU	57	PCAUDG16857
PCAU	51	PCAUDG16858
PCAU	119	PCAUDG16859
PCAU	1010	PCAUDG16860
PCAU	57	PCAUDG16861
PCAU	46	PCAUDG16862
PCAU	1298	PCAUDG16863
PCAU	372	PCAUDG16864
PCAU	16	PCAUDG16865
PCAU	139	PCAUDG16866
PCAU	29	PCAUDG16867
PCAU	77	PCAUDG16868
PCAU	33	PCAUDG16869
PCAU	51	PCAUDG16870
PCAU	82	PCAUDG16871
PCAU	25	PCAUDG16872
PCAU	17	PCAUDG16873
PCAU	24	PCAUDG16874
PCAU	58	PCAUDG16875
PCAU	111	PCAUDG16876
PCAU	55	PCAUDG16877
PCAU	35	PCAUDG16878
PCAU	23	PCAUDG16879
PCAU	48	PCAUDG16880
PCAU	22	PCAUDG16881
PCAU	45	PCAUDG16882
PCAU	53	PCAUDG16883
PCAU	86	PCAUDG16884
PCAU	38	PCAUDG16885
PCAU	41	PCAUDG16886
PCAU	16	PCAUDG16887
PCAU	161	PCAUDG16888
PCAU	40	PCAUDG16889
PCAU	63	PCAUDG16890
PCAU	2902	PCAUDG16891
PCAU	321	PCAUDG18451
PCAU	556	PCAUDG17669
PCAU	115	PCAUDG17670
PCAU	67	PCAUDG17671
PCAU	48	PCAUDG17672
PCAU	36	PCAUDG17673
PCAU	361	PCAUDG17674
PCAU	40	PCAUDG17675
PCAU	117	PCAUDG17676
PCAU	102	PCAUDG17677
PCAU	96	PCAUDG17678
PCAU	719	PCAUDG17679
PCAU	222	PCAUDG17680
PCAU	138	PCAUDG17681
PCAU	54	PCAUDG17682
PCAU	24	PCAUDG17683
PCAU	249	PCAUDG17684
PCAU	287	PCAUDG17685
PCAU	323	PCAUDG17686
PCAU	36	PCAUDG17687
PCAU	15	PCAUDG17688
PCAU	13	PCAUDG17689
PCAU	357	PCAUDG17690
PCAU	10	PCAUDG17691
PCAU	12	PCAUDG17692
PCAU	10	PCAUDG17693
PCAU	8	PCAUDG17694
PCAU	155	PCAUDG17695
PCAU	21	PCAUDG17696
PCAU	85	PCAUDG17697
PCAU	246	PCAUDG17698
PCAU	37	PCAUDG17699
PCAU	85	PCAUDG17700
PCAU	49	PCAUDG17701
PCAU	1054	PCAUDG17702
PCAU	27	PCAUDG17703
PCAU	99	PCAUDG17704
PCAU	519	PCAUDG17705
PCAU	27	PCAUDG17706
PCAU	8	PCAUDG17707
PCAU	122	PCAUDG17708
PCAU	466	PCAUDG17709
PCAU	5	PCAUDG17710
PCAU	123	PCAUDG17711
PCAU	73	PCAUDG17712
PCAU	580	PCAUDG17713
PCAU	18	PCAUDG17714
PCAU	15	PCAUDG17715
PCAU	32	PCAUDG17716
PCAU	33	PCAUDG17717
PCAU	192	PCAUDG17718
PCAU	4	PCAUDG17719
PCAU	780	PCAUDG17720
PCAU	10	PCAUDG17721
PCAU	9	PCAUDG17722
PCAU	20	PCAUDG17723
PCAU	94	PCAUDG17724
PCAU	24	PCAUDG17725
PCAU	204	PCAUDG17726
PCAU	34	PCAUDG17727
PCAU	155	PCAUDG17728
PCAU	94	PCAUDG17729
PCAU	239	PCAUDG17730
PCAU	189	PCAUDG17731
PCAU	118	PCAUDG17732
PCAU	16	PCAUDG17733
PCAU	16	PCAUDG17734
PCAU	4	PCAUDG17735
PCAU	6	PCAUDG17736
PCAU	84	PCAUDG17737
PCAU	18	PCAUDG17738
PCAU	23	PCAUDG17739
PCAU	39	PCAUDG17740
PCAU	20	PCAUDG17741
PCAU	56	PCAUDG17742
PCAU	68	PCAUDG17743
PCAU	64	PCAUDG17744
PCAU	556	PCAUDG17745
PCAU	20	PCAUDG17746
PCAU	187	PCAUDG17747
PCAU	183	PCAUDG17748
PCAU	395	PCAUDG17749
PCAU	32	PCAUDG17750
PCAU	360	PCAUDG17751
PCAU	17	PCAUDG17752
PCAU	24	PCAUDG17753
PCAU	21	PCAUDG17754
PCAU	37	PCAUDG17755
PCAU	498	PCAUDG17756
PCAU	63	PCAUDG17757
PCAU	8	PCAUDG17758
PCAU	113	PCAUDG17759
PCAU	7	PCAUDG17760
PCAU	28	PCAUDG17761
PCAU	53	PCAUDG17762
PCAU	54	PCAUDG17763
PCAU	1027	PCAUDG17764
PCAU	137	PCAUDG17765
PCAU	325	PCAUDG17766
PCAU	117	PCAUDG17767
PCAU	145	PCAUDG17768
PCAU	15	PCAUDG17769
PCAU	12	PCAUDG17770
PCAU	32	PCAUDG17771
PCAU	37	PCAUDG17772
PCAU	25	PCAUDG17773
PCAU	219	PCAUDG17774
PCAU	359	PCAUDG17775
PCAU	74	PCAUDG17776
PCAU	245	PCAUDG17777
PCAU	590	PCAUDG17778
PCAU	38	PCAUDG17779
PCAU	249	PCAUDG17780
PCAU	21	PCAUDG17781
PCAU	7	PCAUDG17782
PCAU	18	PCAUDG17783
PCAU	14	PCAUDG17784
PCAU	125	PCAUDG18481
PCAU	142	PCAUDG18212
PCAU	2673	PCAUDG18213
PCAU	60	PCAUDG18214
PCAU	146	PCAUDG18215
PCAU	149	PCAUDG18216
PCAU	1984	PCAUDG18217
PCAU	496	PCAUDG18218
PCAU	372	PCAUDG18219
PCAU	6218	PCAUDG18210
PCAU	935	PCAUDG18211
PCAU	356	PCAUDG18199
PCAU	121	PCAUDG18200
PCAU	104	PCAUDG18201
PCAU	164	PCAUDG18202
PCAU	2967	PCAUDG18203
PCAU	108	PCAUDG18204
PCAU	35	PCAUDG18205
PCAU	403	PCAUDG18206
PCAU	5927	PCAUDG18207
PCAU	309	PCAUDG18208
PCAU	4794	PCAUDG18209
PCAU	1855	PCAUDG18387
PCAU	330	PCAUDG18310
PCAU	5999	PCAUDG18313
PCAU	553	PCAUDG18068
PCAU	14	PCAUDG18069
PCAU	29	PCAUDG18070
PCAU	91	PCAUDG18071
PCAU	219	PCAUDG18072
PCAU	843	PCAUDG18073
PCAU	162	PCAUDG18074
PCAU	24	PCAUDG18075
PCAU	237	PCAUDG18076
PCAU	168	PCAUDG18077
PCAU	22	PCAUDG18078
PCAU	25	PCAUDG18079
PCAU	61	PCAUDG18080
PCAU	40	PCAUDG18081
PCAU	239	PCAUDG18082
PCAU	11	PCAUDG18083
PCAU	20	PCAUDG18084
PCAU	27	PCAUDG18085
PCAU	113	PCAUDG18086
PCAU	15	PCAUDG18087
PCAU	141	PCAUDG18088
PCAU	41	PCAUDG18089
PCAU	62	PCAUDG18090
PCAU	11	PCAUDG18091
PCAU	261	PCAUDG18092
PCAU	35	PCAUDG18093
PCAU	17	PCAUDG18094
PCAU	22	PCAUDG18095
PCAU	129	PCAUDG18096
PCAU	233	PCAUDG18097
PCAU	170	PCAUDG18098
PCAU	61	PCAUDG18099
PCAU	179	PCAUDG18100
PCAU	11	PCAUDG18101
PCAU	85	PCAUDG18102
PCAU	126	PCAUDG18103
PCAU	184	PCAUDG18104
PCAU	21	PCAUDG18105
PCAU	54	PCAUDG18106
PCAU	147	PCAUDG18107
PCAU	21	PCAUDG18108
PCAU	23	PCAUDG18109
PCAU	89	PCAUDG18110
PCAU	60	PCAUDG18111
PCAU	539	PCAUDG18112
PCAU	78	PCAUDG18113
PCAU	13	PCAUDG18114
PCAU	19	PCAUDG18115
PCAU	26	PCAUDG18116
PCAU	113	PCAUDG18117
PCAU	18	PCAUDG18118
PCAU	14	PCAUDG18119
PCAU	16	PCAUDG18120
PCAU	80	PCAUDG18121
PCAU	8	PCAUDG18122
PCAU	57	PCAUDG18123
PCAU	253	PCAUDG18124
PCAU	20	PCAUDG18125
PCAU	202	PCAUDG18126
PCAU	492	PCAUDG18127
PCAU	12	PCAUDG18128
PCAU	47	PCAUDG18129
PCAU	10	PCAUDG18130
PCAU	13	PCAUDG18131
PCAU	55	PCAUDG18132
PCAU	207	PCAUDG18133
PCAU	36	PCAUDG18134
PCAU	11	PCAUDG18135
PCAU	15	PCAUDG18136
PCAU	10	PCAUDG18137
PCAU	11	PCAUDG18138
PCAU	139	PCAUDG18139
PCAU	14	PCAUDG18140
PCAU	82	PCAUDG18141
PCAU	42	PCAUDG18142
PCAU	21	PCAUDG18143
PCAU	9	PCAUDG18144
PCAU	23	PCAUDG18145
PCAU	169	PCAUDG18146
PCAU	195	PCAUDG18147
PCAU	336	PCAUDG18148
PCAU	492	PCAUDG18149
PCAU	103	PCAUDG18150
PCAU	12	PCAUDG18151
PCAU	93	PCAUDG18152
PCAU	163	PCAUDG18153
PCAU	14	PCAUDG18154
PCAU	14	PCAUDG18155
PCAU	33	PCAUDG18156
PCAU	100	PCAUDG18157
PCAU	10	PCAUDG18158
PCAU	158	PCAUDG18159
PCAU	39	PCAUDG18160
PCAU	22	PCAUDG18161
PCAU	766	PCAUDG18162
PCAU	384	PCAUDG18163
PCAU	206	PCAUDG18311
PCAU	536	PCAUDG18312
PCAU	5	PCAUDG18314
PCAU	111	PCAUDG18315
PCAU	5735	PCAUDG18316
PCAU	43	PCAUDG18498
PCAU	1832	PCAUDG18242
PCAU	176	PCAUDG18243
PCAU	3485	PCAUDG18244
PCAU	994	PCAUDG18245
PCAU	333	PCAUDG13442
PCAU	114	PCAUDG13443
PCAU	15	PCAUDG13444
PCAU	11	PCAUDG13445
PCAU	11	PCAUDG13446
PCAU	609	PCAUDG13447
PCAU	118	PCAUDG13448
PCAU	147	PCAUDG13449
PCAU	217	PCAUDG13450
PCAU	135	PCAUDG13451
PCAU	8	PCAUDG13452
PCAU	11	PCAUDG13453
PCAU	18	PCAUDG13454
PCAU	17	PCAUDG13455
PCAU	42	PCAUDG13456
PCAU	414	PCAUDG13457
PCAU	91	PCAUDG13458
PCAU	70	PCAUDG13459
PCAU	27	PCAUDG13460
PCAU	8	PCAUDG13461
PCAU	15	PCAUDG13462
PCAU	166	PCAUDG13463
PCAU	366	PCAUDG13464
PCAU	72	PCAUDG13465
PCAU	103	PCAUDG13466
PCAU	128	PCAUDG13467
PCAU	311	PCAUDG13468
PCAU	15	PCAUDG13469
PCAU	40	PCAUDG13470
PCAU	28	PCAUDG13471
PCAU	754	PCAUDG13472
PCAU	144	PCAUDG13473
PCAU	102	PCAUDG13474
PCAU	363	PCAUDG13475
PCAU	5	PCAUDG13476
PCAU	98	PCAUDG13477
PCAU	308	PCAUDG13478
PCAU	22	PCAUDG13479
PCAU	11	PCAUDG13480
PCAU	5	PCAUDG13481
PCAU	14	PCAUDG13482
PCAU	15	PCAUDG13483
PCAU	52	PCAUDG13484
PCAU	56	PCAUDG13485
PCAU	87	PCAUDG13486
PCAU	6	PCAUDG13487
PCAU	33	PCAUDG13488
PCAU	16	PCAUDG13489
PCAU	20	PCAUDG13490
PCAU	530	PCAUDG13491
PCAU	16	PCAUDG13492
PCAU	25	PCAUDG13493
PCAU	19	PCAUDG13494
PCAU	28	PCAUDG13495
PCAU	18	PCAUDG13496
PCAU	9	PCAUDG13497
PCAU	102	PCAUDG13498
PCAU	431	PCAUDG13499
PCAU	11	PCAUDG13500
PCAU	149	PCAUDG13501
PCAU	525	PCAUDG13502
PCAU	17	PCAUDG13503
PCAU	35	PCAUDG13504
PCAU	39	PCAUDG13505
PCAU	524	PCAUDG13506
PCAU	16	PCAUDG13507
PCAU	9	PCAUDG13508
PCAU	10	PCAUDG13509
PCAU	10	PCAUDG13510
PCAU	126	PCAUDG13511
PCAU	29	PCAUDG13512
PCAU	9	PCAUDG13513
PCAU	15	PCAUDG13514
PCAU	10	PCAUDG13515
PCAU	277	PCAUDG13516
PCAU	10	PCAUDG13517
PCAU	67	PCAUDG13518
PCAU	143	PCAUDG13519
PCAU	17	PCAUDG13520
PCAU	81	PCAUDG13521
PCAU	21	PCAUDG13522
PCAU	203	PCAUDG13523
PCAU	4	PCAUDG13524
PCAU	500	PCAUDG13525
PCAU	24	PCAUDG13526
PCAU	102	PCAUDG13527
PCAU	189	PCAUDG13528
PCAU	183	PCAUDG13529
PCAU	66	PCAUDG13530
PCAU	398	PCAUDG13531
PCAU	230	PCAUDG13532
PCAU	12	PCAUDG13533
PCAU	11	PCAUDG13534
PCAU	17	PCAUDG13535
PCAU	128	PCAUDG13536
PCAU	40	PCAUDG13537
PCAU	58	PCAUDG13538
PCAU	273	PCAUDG13539
PCAU	18	PCAUDG13540
PCAU	4	PCAUDG13541
PCAU	356	PCAUDG13542
PCAU	16	PCAUDG13543
PCAU	19	PCAUDG13544
PCAU	80	PCAUDG13545
PCAU	10	PCAUDG13546
PCAU	23	PCAUDG13547
PCAU	36	PCAUDG13548
PCAU	16	PCAUDG13549
PCAU	94	PCAUDG13550
PCAU	166	PCAUDG13551
PCAU	517	PCAUDG13552
PCAU	25	PCAUDG13553
PCAU	23	PCAUDG13554
PCAU	131	PCAUDG13555
PCAU	44	PCAUDG13556
PCAU	30	PCAUDG13557
PCAU	52	PCAUDG13558
PCAU	14	PCAUDG13559
PCAU	473	PCAUDG13560
PCAU	70	PCAUDG13561
PCAU	31	PCAUDG13562
PCAU	7	PCAUDG13563
PCAU	27	PCAUDG13564
PCAU	25	PCAUDG13565
PCAU	31	PCAUDG13566
PCAU	247	PCAUDG13567
PCAU	500	PCAUDG13568
PCAU	21	PCAUDG13569
PCAU	65	PCAUDG13570
PCAU	12	PCAUDG13571
PCAU	64	PCAUDG13572
PCAU	40	PCAUDG13573
PCAU	28	PCAUDG13574
PCAU	26	PCAUDG13575
PCAU	16	PCAUDG13576
PCAU	11	PCAUDG13577
PCAU	158	PCAUDG13578
PCAU	448	PCAUDG13579
PCAU	146	PCAUDG13580
PCAU	110	PCAUDG13581
PCAU	5	PCAUDG13582
PCAU	19	PCAUDG13583
PCAU	17	PCAUDG13584
PCAU	95	PCAUDG13585
PCAU	138	PCAUDG13586
PCAU	220	PCAUDG13587
PCAU	611	PCAUDG13588
PCAU	290	PCAUDG13589
PCAU	291	PCAUDG13590
PCAU	510	PCAUDG13591
PCAU	1548	PCAUDG13592
PCAU	16	PCAUDG13593
PCAU	72	PCAUDG13594
PCAU	94	PCAUDG13595
PCAU	18	PCAUDG13596
PCAU	15	PCAUDG13597
PCAU	92	PCAUDG13598
PCAU	35	PCAUDG13599
PCAU	113	PCAUDG13600
PCAU	122	PCAUDG13601
PCAU	7	PCAUDG13602
PCAU	22	PCAUDG13603
PCAU	19	PCAUDG13604
PCAU	24	PCAUDG13605
PCAU	252	PCAUDG13606
PCAU	443	PCAUDG13607
PCAU	23	PCAUDG13608
PCAU	18	PCAUDG13609
PCAU	43	PCAUDG13610
PCAU	49	PCAUDG13611
PCAU	11	PCAUDG13612
PCAU	189	PCAUDG13613
PCAU	652	PCAUDG13614
PCAU	2350	PCAUDG18220
PCAU	2966	PCAUDG18221
PCAU	18	PCAUDG18222
PCAU	117	PCAUDG18223
PCAU	21	PCAUDG18224
PCAU	95	PCAUDG18444
PCAU	265	PCAUDG18445
PCAU	103	PCAUDG18413
PCAU	190	PCAUDG18414
PCAU	363	PCAUDG18415
PCAU	34	PCAUDG18416
PCAU	358	PCAUDG18288
PCAU	5472	PCAUDG18289
PCAU	48	PCAUDG18290
PCAU	248	PCAUDG18478
PCAU	4	PCAUDG18355
PCAU	338	PCAUDG18491
PCAU	863	PCAUDG18493
PCAU	329	PCAUDG18377
PCAU	39	PCAUDG18381
PCAU	202	PCAUDG18274
PCAU	617	PCAUDG18275
PCAU	2136	PCAUDG18272
PCAU	3107	PCAUDG18273
PCAU	206	PCAUDG18380
PCAU	728	PCAUDG11601
PCAU	163	PCAUDG11602
PCAU	26	PCAUDG11603
PCAU	22	PCAUDG11604
PCAU	126	PCAUDG11605
PCAU	105	PCAUDG11606
PCAU	5	PCAUDG11607
PCAU	31	PCAUDG11608
PCAU	33	PCAUDG11609
PCAU	28	PCAUDG11610
PCAU	22	PCAUDG11611
PCAU	17	PCAUDG11612
PCAU	17	PCAUDG11613
PCAU	20	PCAUDG11614
PCAU	22	PCAUDG11615
PCAU	13	PCAUDG11616
PCAU	47	PCAUDG11617
PCAU	12	PCAUDG11618
PCAU	69	PCAUDG11619
PCAU	19	PCAUDG11620
PCAU	12	PCAUDG11621
PCAU	567	PCAUDG11622
PCAU	13	PCAUDG11623
PCAU	27	PCAUDG11624
PCAU	147	PCAUDG11625
PCAU	60	PCAUDG11626
PCAU	459	PCAUDG11627
PCAU	10	PCAUDG11628
PCAU	14	PCAUDG11629
PCAU	26	PCAUDG11630
PCAU	39	PCAUDG11631
PCAU	90	PCAUDG11632
PCAU	12	PCAUDG11633
PCAU	30	PCAUDG11634
PCAU	20	PCAUDG11635
PCAU	54	PCAUDG11636
PCAU	53	PCAUDG11637
PCAU	35	PCAUDG11638
PCAU	26	PCAUDG11639
PCAU	9	PCAUDG11640
PCAU	8	PCAUDG11641
PCAU	7	PCAUDG11642
PCAU	18	PCAUDG11643
PCAU	295	PCAUDG11644
PCAU	134	PCAUDG11645
PCAU	20	PCAUDG11646
PCAU	91	PCAUDG11647
PCAU	112	PCAUDG11648
PCAU	90	PCAUDG11649
PCAU	148	PCAUDG11650
PCAU	39	PCAUDG11651
PCAU	70	PCAUDG11652
PCAU	174	PCAUDG11653
PCAU	157	PCAUDG11654
PCAU	181	PCAUDG11655
PCAU	27	PCAUDG11656
PCAU	37	PCAUDG11657
PCAU	409	PCAUDG11658
PCAU	126	PCAUDG11659
PCAU	18	PCAUDG11660
PCAU	25	PCAUDG11661
PCAU	110	PCAUDG11662
PCAU	35	PCAUDG11663
PCAU	78	PCAUDG11664
PCAU	41	PCAUDG11665
PCAU	21	PCAUDG11666
PCAU	39	PCAUDG11667
PCAU	27	PCAUDG11668
PCAU	199	PCAUDG11669
PCAU	24	PCAUDG11670
PCAU	14	PCAUDG11671
PCAU	13	PCAUDG11672
PCAU	94	PCAUDG11673
PCAU	14	PCAUDG11674
PCAU	27	PCAUDG11675
PCAU	111	PCAUDG11676
PCAU	45	PCAUDG11677
PCAU	43	PCAUDG11678
PCAU	49	PCAUDG11679
PCAU	22	PCAUDG11680
PCAU	129	PCAUDG11681
PCAU	13	PCAUDG11682
PCAU	25	PCAUDG11683
PCAU	12	PCAUDG11684
PCAU	18	PCAUDG11685
PCAU	283	PCAUDG11686
PCAU	76	PCAUDG11687
PCAU	85	PCAUDG11688
PCAU	41	PCAUDG11689
PCAU	47	PCAUDG11690
PCAU	215	PCAUDG11691
PCAU	28	PCAUDG11692
PCAU	88	PCAUDG11693
PCAU	46	PCAUDG11694
PCAU	15	PCAUDG11695
PCAU	9	PCAUDG11696
PCAU	14	PCAUDG11697
PCAU	422	PCAUDG11698
PCAU	109	PCAUDG11699
PCAU	72	PCAUDG11700
PCAU	15	PCAUDG11701
PCAU	16	PCAUDG11702
PCAU	14	PCAUDG11703
PCAU	32	PCAUDG11704
PCAU	22	PCAUDG11705
PCAU	38	PCAUDG11706
PCAU	18	PCAUDG11707
PCAU	14	PCAUDG11708
PCAU	12	PCAUDG11709
PCAU	16	PCAUDG11710
PCAU	82	PCAUDG11711
PCAU	52	PCAUDG11712
PCAU	15	PCAUDG11713
PCAU	29	PCAUDG11714
PCAU	22	PCAUDG11715
PCAU	99	PCAUDG11716
PCAU	24	PCAUDG11717
PCAU	393	PCAUDG11718
PCAU	673	PCAUDG11719
PCAU	34	PCAUDG11720
PCAU	63	PCAUDG11721
PCAU	181	PCAUDG11722
PCAU	47	PCAUDG11723
PCAU	26	PCAUDG11724
PCAU	126	PCAUDG11725
PCAU	69	PCAUDG11726
PCAU	29	PCAUDG11727
PCAU	27	PCAUDG11728
PCAU	86	PCAUDG11729
PCAU	386	PCAUDG11730
PCAU	606	PCAUDG11731
PCAU	225	PCAUDG11732
PCAU	64	PCAUDG11733
PCAU	25	PCAUDG11734
PCAU	94	PCAUDG11735
PCAU	100	PCAUDG11736
PCAU	16	PCAUDG11737
PCAU	97	PCAUDG11738
PCAU	25	PCAUDG11739
PCAU	445	PCAUDG11740
PCAU	477	PCAUDG11741
PCAU	203	PCAUDG11742
PCAU	49	PCAUDG11743
PCAU	37	PCAUDG11744
PCAU	89	PCAUDG11745
PCAU	31	PCAUDG11746
PCAU	137	PCAUDG11747
PCAU	5	PCAUDG11748
PCAU	42	PCAUDG11749
PCAU	18	PCAUDG11750
PCAU	13	PCAUDG11751
PCAU	24	PCAUDG11752
PCAU	48	PCAUDG11753
PCAU	51	PCAUDG11754
PCAU	51	PCAUDG11755
PCAU	33	PCAUDG11756
PCAU	11	PCAUDG11757
PCAU	18	PCAUDG11758
PCAU	7	PCAUDG11759
PCAU	41	PCAUDG11760
PCAU	101	PCAUDG11761
PCAU	165	PCAUDG11762
PCAU	78	PCAUDG11763
PCAU	12	PCAUDG11764
PCAU	56	PCAUDG11765
PCAU	1307	PCAUDG11766
PCAU	17	PCAUDG11767
PCAU	12	PCAUDG11768
PCAU	39	PCAUDG11769
PCAU	123	PCAUDG11770
PCAU	115	PCAUDG11771
PCAU	19	PCAUDG11772
PCAU	40	PCAUDG11773
PCAU	834	PCAUDG11774
PCAU	18	PCAUDG11775
PCAU	9	PCAUDG11776
PCAU	9	PCAUDG11777
PCAU	148	PCAUDG11778
PCAU	166	PCAUDG11779
PCAU	322	PCAUDG11780
PCAU	71	PCAUDG11781
PCAU	22	PCAUDG11782
PCAU	359	PCAUDG11783
PCAU	300	PCAUDG11784
PCAU	21	PCAUDG11785
PCAU	12	PCAUDG11786
PCAU	18	PCAUDG11787
PCAU	50	PCAUDG11788
PCAU	19	PCAUDG11789
PCAU	628	PCAUDG11790
PCAU	439	PCAUDG11791
PCAU	262	PCAUDG11792
PCAU	7	PCAUDG11793
PCAU	8	PCAUDG11794
PCAU	20	PCAUDG11795
PCAU	6	PCAUDG11796
PCAU	39	PCAUDG11797
PCAU	61	PCAUDG11798
PCAU	26	PCAUDG11799
PCAU	52	PCAUDG11800
PCAU	55	PCAUDG11801
PCAU	35	PCAUDG11802
PCAU	84	PCAUDG11803
PCAU	20	PCAUDG11804
PCAU	30	PCAUDG11805
PCAU	29	PCAUDG11806
PCAU	18	PCAUDG11807
PCAU	13	PCAUDG11808
PCAU	11	PCAUDG11809
PCAU	17	PCAUDG11810
PCAU	91	PCAUDG11811
PCAU	29	PCAUDG11812
PCAU	15	PCAUDG11813
PCAU	72	PCAUDG11814
PCAU	82	PCAUDG11815
PCAU	153	PCAUDG11816
PCAU	89	PCAUDG11817
PCAU	73	PCAUDG11818
PCAU	74	PCAUDG11819
PCAU	13	PCAUDG11820
PCAU	30	PCAUDG11821
PCAU	154	PCAUDG11822
PCAU	16	PCAUDG11823
PCAU	26	PCAUDG11824
PCAU	7	PCAUDG11825
PCAU	12	PCAUDG11826
PCAU	31	PCAUDG11827
PCAU	4	PCAUDG11828
PCAU	23	PCAUDG11829
PCAU	18	PCAUDG11830
PCAU	11	PCAUDG11831
PCAU	21	PCAUDG11832
PCAU	17	PCAUDG11833
PCAU	17	PCAUDG11834
PCAU	6	PCAUDG11835
PCAU	69	PCAUDG11836
PCAU	115	PCAUDG11837
PCAU	8	PCAUDG11838
PCAU	20	PCAUDG11839
PCAU	170	PCAUDG11840
PCAU	68	PCAUDG11841
PCAU	134	PCAUDG11842
PCAU	471	PCAUDG11843
PCAU	93	PCAUDG11844
PCAU	21	PCAUDG11845
PCAU	209	PCAUDG11846
PCAU	521	PCAUDG11847
PCAU	33	PCAUDG11848
PCAU	9	PCAUDG11849
PCAU	65	PCAUDG11850
PCAU	206	PCAUDG11851
PCAU	17	PCAUDG11852
