family	distance	size	phyloscore	alignscore
WGD2ANC04351	69	11	1.0	1.0
WGD2ANC04358	20	11	1.0	1.0
WGD2ANC04366	2	7	1.0	1.0
WGD2ANC04374	31	10	1.0	1.0
WGD2ANC04378	7	9	1.0	0.961111111111
WGD2ANC04378	22	6	0.966666666667	0.966666666667
WGD2ANC04391	1	11	1.0	1.0
WGD2ANC04410	7	10	1.0	1.0
WGD2ANC04410	56	8	1.0	1.0
WGD2ANC04410	70	7	1.0	1.0
WGD2ANC04413	136	20	1.0	1.0
WGD2ANC04422	215	7	1.0	1.0
WGD2ANC04425	7	6	1.0	1.0
WGD2ANC04437	36	7	0.985714285714	0.9
WGD2ANC04442	1	46	1.0	1.0
WGD2ANC04442	171	12	1.0	1.0
WGD2ANC04442	195	6	1.0	1.0
WGD2ANC04442	222	6	1.0	1.0
WGD2ANC04442	240	6	1.0	1.0
WGD2ANC04448	30	7	1.0	1.0
WGD2ANC04457	2	16	1.0	1.0
WGD2ANC04459	12	7	1.0	1.0
WGD2ANC04473	2	10	1.0	1.0
WGD2ANC04473	14	9	1.0	1.0
WGD2ANC04483	20	6	1.0	1.0
WGD2ANC04494	18	9	1.0	1.0
WGD2ANC04504	5	19	1.0	1.0
WGD2ANC04504	25	6	1.0	1.0
WGD2ANC04504	100	6	1.0	1.0
WGD2ANC04504	141	7	1.0	1.0
WGD2ANC04504	188	7	1.0	1.0
WGD2ANC04504	200	10	1.0	1.0
WGD2ANC04504	218	13	1.0	1.0
WGD2ANC04504	232	12	1.0	1.0
WGD2ANC04505	9	6	1.0	1.0
WGD2ANC04513	26	7	1.0	1.0
WGD2ANC04519	5	9	1.0	1.0
WGD2ANC04528	99	8	1.0	1.0
WGD2ANC04534	4	15	1.0	1.0
WGD2ANC04564	17	10	1.0	1.0
WGD2ANC04573	7	14	1.0	1.0
WGD2ANC04594	7	8	1.0	1.0
WGD2ANC04599	3	7	0.957142857143	1.0
WGD2ANC04623	8	11	1.0	1.0
WGD2ANC04659	5	14	0.975	1.0
WGD2ANC04663	18	6	0.916666666667	1.0
WGD2ANC04664	4	11	1.0	0.990909090909
WGD2ANC04664	151	16	1.0	1.0
WGD2ANC04670	2	18	1.0	1.0
WGD2ANC04676	2	8	1.0	1.0
WGD2ANC04694	2	12	1.0	1.0
WGD2ANC04712	8	6	1.0	1.0
WGD2ANC04720	6	7	1.0	1.0
WGD2ANC04730	4	6	1.0	1.0
WGD2ANC04741	6	12	1.0	1.0
WGD2ANC04746	2	12	1.0	1.0
WGD2ANC04747	130	17	1.0	1.0
WGD2ANC04755	4	17	0.991176470588	1.0
WGD2ANC04771	16	16	1.0	1.0
WGD2ANC04786	1	8	1.0	1.0
WGD2ANC04796	9	8	0.98125	0.875
WGD2ANC04801	6	6	1.0	1.0
WGD2ANC04815	24	6	1.0	1.0
WGD2ANC04837	221	7	1.0	1.0
WGD2ANC04840	8	6	1.0	1.0
WGD2ANC04864	25	13	1.0	1.0
WGD2ANC04864	51	7	1.0	1.0
WGD2ANC04916	143	8	1.0	1.0
WGD2ANC04918	3	8	1.0	1.0
WGD2ANC04922	59	7	1.0	1.0
WGD2ANC04943	5	8	1.0	1.0
WGD2ANC04949	5	9	1.0	1.0
WGD2ANC04960	3	13	1.0	1.0
WGD2ANC04960	42	8	0.875	1.0
WGD2ANC04960	54	24	1.0	1.0
WGD2ANC04963	5	6	1.0	1.0
WGD2ANC04964	49	19	1.0	1.0
WGD2ANC04964	71	9	1.0	1.0
WGD2ANC04989	2	9	1.0	1.0
WGD2ANC04990	23	7	0.921428571429	1.0
WGD2ANC04999	4	23	1.0	1.0
WGD2ANC04999	91	7	1.0	1.0
WGD2ANC04999	104	7	1.0	1.0
WGD2ANC04999	171	9	1.0	1.0
WGD2ANC05000	1	31	1.0	1.0
WGD2ANC05000	32	20	1.0	1.0
WGD2ANC05000	67	8	1.0	1.0
WGD2ANC05000	86	20	1.0	1.0
WGD2ANC05019	3	8	1.0	1.0
WGD2ANC05025	145	11	1.0	1.0
WGD2ANC05049	11	13	1.0	1.0
WGD2ANC05051	13	6	1.0	1.0
WGD2ANC05051	36	6	1.0	1.0
WGD2ANC05057	16	11	1.0	0.909090909091
WGD2ANC05067	5	13	1.0	1.0
WGD2ANC05067	28	12	1.0	1.0
WGD2ANC05067	138	8	1.0	1.0
WGD2ANC05067	149	6	1.0	1.0
WGD2ANC05093	1	21	1.0	1.0
WGD2ANC05103	17	11	0.995454545455	0.977272727273
WGD2ANC05118	5	6	1.0	1.0
WGD2ANC05181	3	12	1.0	1.0
WGD2ANC05188	11	7	1.0	1.0
WGD2ANC05202	3	25	1.0	1.0
WGD2ANC05202	113	10	1.0	0.9
WGD2ANC05206	11	6	0.933333333333	0.983333333333
WGD2ANC05213	10	6	0.983333333333	0.991666666667
WGD2ANC05233	15	9	1.0	1.0
WGD2ANC05237	12	10	1.0	1.0
WGD2ANC05245	15	7	1.0	1.0
WGD2ANC05252	2	6	1.0	1.0
WGD2ANC05260	2	23	1.0	1.0
WGD2ANC05263	29	7	0.857142857143	1.0
WGD2ANC05274	8	12	1.0	1.0
WGD2ANC05275	114	12	1.0	1.0
WGD2ANC05276	37	7	1.0	1.0
WGD2ANC05279	112	16	1.0	1.0
WGD2ANC05297	22	12	1.0	1.0
WGD2ANC05306	1	10	1.0	1.0
WGD2ANC05330	6	14	1.0	0.928571428571
WGD2ANC05341	2	21	1.0	1.0
WGD2ANC05357	13	17	1.0	1.0
WGD2ANC05358	50	9	1.0	1.0
WGD2ANC05364	5	27	1.0	1.0
WGD2ANC05364	214	16	1.0	1.0
WGD2ANC05369	3	11	1.0	1.0
WGD2ANC05402	54	7	1.0	1.0
WGD2ANC05409	21	8	1.0	1.0
WGD2ANC05409	241	8	1.0	1.0
WGD2ANC05424	2	9	1.0	1.0
WGD2ANC05431	15	12	1.0	1.0
WGD2ANC05434	78	10	1.0	1.0
WGD2ANC05436	6	6	1.0	1.0
WGD2ANC05437	1	26	1.0	1.0
WGD2ANC05463	6	7	1.0	1.0
WGD2ANC05465	57	7	1.0	1.0
WGD2ANC05465	76	27	1.0	1.0
WGD2ANC05465	108	15	1.0	1.0
WGD2ANC05465	127	42	1.0	1.0
WGD2ANC05475	6	7	0.971428571429	1.0
WGD2ANC05478	3	25	1.0	1.0
WGD2ANC05478	40	25	1.0	1.0
WGD2ANC05480	3	15	1.0	1.0
WGD2ANC05480	28	9	1.0	1.0
WGD2ANC05481	1	15	1.0	1.0
WGD2ANC05501	3	14	1.0	1.0
WGD2ANC05505	17	6	1.0	1.0
WGD2ANC05510	4	7	0.957142857143	1.0
WGD2ANC05519	10	6	1.0	1.0
WGD2ANC05526	7	11	1.0	1.0
WGD2ANC05526	19	6	1.0	1.0
WGD2ANC05526	37	9	1.0	1.0
WGD2ANC05528	1	45	1.0	1.0
WGD2ANC05529	6	12	1.0	1.0
WGD2ANC05532	5	6	1.0	1.0
WGD2ANC05532	238	7	1.0	1.0
WGD2ANC05536	1	20	1.0	1.0
WGD2ANC05537	19	7	1.0	1.0
WGD2ANC05547	9	10	1.0	1.0
WGD2ANC05560	8	8	1.0	1.0
WGD2ANC05563	26	12	1.0	1.0
WGD2ANC05567	2	21	1.0	1.0
WGD2ANC05598	4	16	1.0	1.0
WGD2ANC05600	2	8	1.0	1.0
WGD2ANC05606	3	11	1.0	1.0
WGD2ANC05610	4	11	1.0	1.0
WGD2ANC05624	5	6	1.0	1.0
WGD2ANC05636	13	8	1.0	1.0
WGD2ANC05636	23	12	1.0	1.0
WGD2ANC05641	7	10	1.0	1.0
WGD2ANC05654	3	10	0.995	0.965
WGD2ANC05657	3	11	0.995454545455	1.0
WGD2ANC05661	3	11	1.0	1.0
WGD2ANC05669	1	10	1.0	1.0
WGD2ANC05670	11	15	1.0	1.0
WGD2ANC05671	1	111	1.0	1.0
WGD2ANC05671	163	14	1.0	1.0
WGD2ANC05687	6	27	1.0	1.0
WGD2ANC05687	201	9	1.0	1.0
WGD2ANC05687	218	6	1.0	1.0
WGD2ANC05687	228	13	1.0	1.0
WGD2ANC05691	4	16	1.0	1.0
WGD2ANC05697	2	15	1.0	1.0
WGD2ANC05701	39	9	1.0	1.0
WGD2ANC05720	2	15	1.0	1.0
WGD2ANC05722	243	6	1.0	1.0
WGD2ANC05759	1	15	1.0	1.0
WGD2ANC05771	9	10	1.0	1.0
WGD2ANC05771	42	21	1.0	1.0
WGD2ANC05778	2	21	1.0	1.0
