family	distance	size	phyloscore	alignscore
WGD2ANC01953	39	9	1.0	0.977777777778
WGD2ANC01954	148	34	0.972058823529	1.0
WGD2ANC01962	6	18	0.961111111111	1.0
WGD2ANC01967	6	8	0.9875	0.975
WGD2ANC01973	28	14	1.0	0.95
WGD2ANC01978	2	16	0.996875	1.0
WGD2ANC01979	1	11	0.990909090909	1.0
WGD2ANC01981	5	13	0.996153846154	0.884615384615
WGD2ANC01981	21	10	1.0	0.8
WGD2ANC01981	60	7	0.907142857143	0.992857142857
WGD2ANC01981	75	8	0.8375	0.86875
WGD2ANC01982	3	23	0.989130434783	1.0
WGD2ANC01982	33	8	0.99375	0.925
WGD2ANC01982	47	12	0.970833333333	1.0
WGD2ANC01984	9	26	1.0	1.0
WGD2ANC01993	13	18	0.980555555556	1.0
WGD2ANC01994	1	13	1.0	1.0
WGD2ANC01994	23	7	0.985714285714	1.0
WGD2ANC01994	36	8	0.99375	1.0
WGD2ANC01995	5	6	0.958333333333	1.0
WGD2ANC01996	50	7	1.0	1.0
WGD2ANC01997	77	8	0.95625	0.94375
WGD2ANC01998	133	15	0.976666666667	0.963333333333
WGD2ANC01998	151	10	0.98	1.0
WGD2ANC01999	2	10	0.99	1.0
WGD2ANC01999	17	10	1.0	0.97
WGD2ANC01999	32	13	0.992307692308	0.861538461538
WGD2ANC02000	24	11	0.995454545455	1.0
WGD2ANC02000	149	15	0.98	1.0
WGD2ANC02013	66	9	0.988888888889	0.994444444444
WGD2ANC02017	1	10	0.985	0.885
WGD2ANC02023	21	9	0.977777777778	0.994444444444
WGD2ANC02024	32	17	0.997058823529	0.923529411765
WGD2ANC02027	23	6	1.0	0.866666666667
WGD2ANC02043	1	9	1.0	1.0
WGD2ANC02043	19	7	0.964285714286	0.985714285714
WGD2ANC02044	30	15	0.99	1.0
WGD2ANC02054	39	15	0.976666666667	1.0
WGD2ANC02055	183	8	0.95625	1.0
WGD2ANC02057	2	37	0.989189189189	1.0
WGD2ANC02060	15	9	0.988888888889	0.977777777778
WGD2ANC02066	10	8	0.9875	1.0
WGD2ANC02066	19	13	1.0	1.0
WGD2ANC02066	163	11	0.986363636364	0.986363636364
WGD2ANC02066	181	14	0.957142857143	0.971428571429
WGD2ANC02068	4	17	0.979411764706	1.0
WGD2ANC02071	4	6	0.966666666667	1.0
WGD2ANC02071	22	8	0.94375	1.0
WGD2ANC02076	2	7	0.971428571429	1.0
WGD2ANC02077	3	12	0.9875	1.0
WGD2ANC02077	15	10	0.97	1.0
WGD2ANC02079	5	7	0.942857142857	1.0
WGD2ANC02087	6	13	0.984615384615	1.0
WGD2ANC02087	115	8	0.9875	1.0
WGD2ANC02095	4	8	0.93125	0.85
WGD2ANC02109	5	13	0.996153846154	1.0
WGD2ANC02109	23	7	0.978571428571	1.0
WGD2ANC02112	35	15	1.0	0.993333333333
WGD2ANC02112	74	19	0.968421052632	1.0
WGD2ANC02117	6	12	0.954166666667	1.0
WGD2ANC02117	24	10	0.955	1.0
WGD2ANC02123	6	13	0.976923076923	1.0
WGD2ANC02124	7	10	0.975	0.885
WGD2ANC02132	2	9	0.994444444444	1.0
WGD2ANC02151	27	12	0.975	1.0
WGD2ANC02151	52	11	1.0	0.968181818182
WGD2ANC02151	70	8	0.99375	1.0
WGD2ANC02151	81	7	1.0	0.971428571429
WGD2ANC02159	2	11	0.9	1.0
WGD2ANC02163	21	6	0.975	0.983333333333
WGD2ANC02163	32	14	0.975	0.960714285714
WGD2ANC02170	2	21	0.978571428571	1.0
WGD2ANC02184	46	9	0.994444444444	0.988888888889
WGD2ANC02185	7	6	0.908333333333	1.0
WGD2ANC02185	18	9	0.977777777778	0.966666666667
WGD2ANC02193	115	13	0.969230769231	1.0
WGD2ANC02195	6	8	0.825	0.8625
WGD2ANC02199	22	14	1.0	0.95
WGD2ANC02199	40	9	0.994444444444	1.0
WGD2ANC02201	8	10	0.92	0.995
WGD2ANC02208	27	13	0.988461538462	0.976923076923
WGD2ANC02208	178	15	0.97	1.0
WGD2ANC02214	2	7	0.95	0.985714285714
WGD2ANC02214	11	9	0.983333333333	0.977777777778
WGD2ANC02218	31	6	1.0	1.0
WGD2ANC02218	37	14	0.971428571429	1.0
WGD2ANC02232	31	8	1.0	0.98125
WGD2ANC02240	3	17	0.985294117647	0.958823529412
WGD2ANC02245	8	10	0.96	0.975
WGD2ANC02247	8	15	0.996666666667	0.98
WGD2ANC02247	32	13	0.992307692308	0.988461538462
WGD2ANC02248	6	10	0.965	0.96
WGD2ANC02248	28	11	0.981818181818	1.0
WGD2ANC02254	109	6	0.983333333333	1.0
WGD2ANC02254	141	8	1.0	0.975
WGD2ANC02255	8	9	0.977777777778	0.844444444444
WGD2ANC02255	22	13	0.976923076923	0.892307692308
WGD2ANC02255	38	9	0.972222222222	1.0
WGD2ANC02256	9	6	1.0	0.983333333333
WGD2ANC02258	7	9	1.0	0.95
WGD2ANC02258	32	6	1.0	0.991666666667
WGD2ANC02258	53	13	0.980769230769	0.976923076923
WGD2ANC02267	9	9	1.0	0.972222222222
WGD2ANC02267	26	16	1.0	0.990625
WGD2ANC02267	52	8	0.875	0.83125
WGD2ANC02271	9	7	0.842857142857	0.971428571429
WGD2ANC02282	9	7	0.985714285714	0.914285714286
WGD2ANC02288	2	14	0.989285714286	1.0
WGD2ANC02288	22	6	0.966666666667	1.0
WGD2ANC02293	3	11	0.981818181818	0.968181818182
WGD2ANC02303	22	19	0.994736842105	0.989473684211
WGD2ANC02307	12	8	0.96875	1.0
WGD2ANC02315	5	17	0.982352941176	1.0
WGD2ANC02316	7	7	1.0	0.992857142857
WGD2ANC02325	3	9	0.977777777778	1.0
WGD2ANC02328	2	8	0.98125	0.975
WGD2ANC02332	13	14	0.957142857143	1.0
WGD2ANC02334	21	6	0.983333333333	1.0
WGD2ANC02336	18	9	0.994444444444	1.0
WGD2ANC02342	12	8	0.96875	0.95625
WGD2ANC02342	28	21	0.988095238095	0.983333333333
WGD2ANC02345	205	33	0.974242424242	1.0
WGD2ANC02346	4	22	0.990909090909	0.997727272727
WGD2ANC02347	13	11	0.995454545455	0.972727272727
WGD2ANC02363	15	9	0.95	0.922222222222
WGD2ANC02365	10	12	1.0	0.8625
WGD2ANC02371	9	6	0.983333333333	0.966666666667
WGD2ANC02375	9	6	0.991666666667	1.0
WGD2ANC02377	11	10	0.955	1.0
WGD2ANC02377	38	13	0.984615384615	0.988461538462
WGD2ANC02377	53	10	1.0	0.975
WGD2ANC02377	85	25	0.99	0.974
WGD2ANC02382	4	9	0.988888888889	0.977777777778
WGD2ANC02388	19	8	0.975	0.98125
WGD2ANC02388	30	12	0.9125	0.883333333333
WGD2ANC02390	25	6	0.966666666667	0.85
WGD2ANC02395	46	18	0.991666666667	1.0
WGD2ANC02406	14	8	0.99375	0.9625
WGD2ANC02409	3	8	0.98125	0.975
WGD2ANC02409	12	6	0.991666666667	0.983333333333
WGD2ANC02413	3	33	0.998484848485	1.0
WGD2ANC02414	32	7	0.985714285714	0.985714285714
WGD2ANC02420	27	15	0.996666666667	1.0
WGD2ANC02424	9	9	0.933333333333	0.977777777778
WGD2ANC02438	5	10	0.98	1.0
WGD2ANC02442	3	6	0.983333333333	1.0
WGD2ANC02450	222	8	0.9625	1.0
WGD2ANC02451	24	7	0.9	1.0
WGD2ANC02454	4	6	0.966666666667	0.991666666667
WGD2ANC02454	12	9	0.994444444444	1.0
WGD2ANC02455	2	56	0.998214285714	0.999107142857
WGD2ANC02461	13	9	0.944444444444	0.994444444444
WGD2ANC02467	3	7	0.992857142857	1.0
WGD2ANC02468	1	10	0.98	1.0
WGD2ANC02469	198	11	0.990909090909	0.981818181818
WGD2ANC02469	211	7	0.978571428571	0.978571428571
WGD2ANC02474	1	9	0.983333333333	0.983333333333
WGD2ANC02474	14	6	0.933333333333	0.983333333333
WGD2ANC02475	12	10	0.985	1.0
WGD2ANC02487	131	8	0.96875	0.975
WGD2ANC02495	18	11	0.986363636364	0.868181818182
WGD2ANC02499	5	6	0.975	0.966666666667
WGD2ANC02507	4	13	0.980769230769	1.0
WGD2ANC02508	3	8	0.85625	0.88125
WGD2ANC02516	2	18	0.975	1.0
WGD2ANC02526	53	8	0.98125	1.0
WGD2ANC02528	25	6	0.958333333333	1.0
WGD2ANC02546	28	6	0.933333333333	1.0
WGD2ANC02552	12	6	0.983333333333	1.0
WGD2ANC02552	21	8	1.0	0.98125
WGD2ANC02555	17	10	1.0	0.855
WGD2ANC02555	29	9	0.977777777778	1.0
WGD2ANC02557	7	6	0.983333333333	0.983333333333
WGD2ANC02564	4	13	1.0	1.0
WGD2ANC02566	16	7	1.0	0.957142857143
WGD2ANC02566	38	10	0.995	0.98
WGD2ANC02567	0	30	1.0	0.971666666667
WGD2ANC02572	2	6	0.908333333333	1.0
WGD2ANC02573	26	9	0.911111111111	1.0
WGD2ANC02577	7	14	0.989285714286	0.875
WGD2ANC02578	62	9	0.983333333333	1.0
WGD2ANC02578	81	10	0.98	1.0
WGD2ANC02578	111	14	0.996428571429	0.896428571429
WGD2ANC02578	135	7	1.0	0.971428571429
WGD2ANC02579	40	8	1.0	1.0
WGD2ANC02593	2	20	0.995	0.9825
WGD2ANC02602	2	10	0.975	0.945
WGD2ANC02602	14	7	1.0	0.928571428571
WGD2ANC02612	13	12	0.979166666667	1.0
WGD2ANC02613	55	7	0.935714285714	1.0
WGD2ANC02615	4	9	1.0	1.0
WGD2ANC02615	20	18	1.0	0.983333333333
WGD2ANC02615	40	10	0.975	0.97
WGD2ANC02615	68	7	0.992857142857	1.0
WGD2ANC02619	71	11	0.986363636364	1.0
WGD2ANC02621	13	7	1.0	0.9
WGD2ANC02622	109	6	0.975	0.883333333333
WGD2ANC02625	10	10	0.99	0.94
WGD2ANC02630	4	13	0.946153846154	0.869230769231
WGD2ANC02640	2	6	0.908333333333	0.975
WGD2ANC02640	11	9	0.944444444444	1.0
WGD2ANC02644	16	15	0.966666666667	1.0
WGD2ANC02644	170	9	0.95	1.0
WGD2ANC02647	3	13	0.992307692308	0.988461538462
WGD2ANC02647	18	8	0.98125	1.0
WGD2ANC02663	12	6	1.0	0.95
WGD2ANC02663	21	16	0.9875	0.9875
WGD2ANC02666	11	10	0.97	0.915
WGD2ANC02678	89	10	0.985	0.89
WGD2ANC02683	10	11	0.954545454545	0.986363636364
WGD2ANC02685	1	10	0.97	1.0
WGD2ANC02687	6	9	1.0	0.972222222222
WGD2ANC02687	38	12	1.0	1.0
WGD2ANC02688	136	6	0.958333333333	0.983333333333
WGD2ANC02691	3	14	0.992857142857	0.989285714286
WGD2ANC02691	18	6	0.975	0.925
WGD2ANC02691	36	9	0.95	0.988888888889
WGD2ANC02691	56	18	0.991666666667	1.0
WGD2ANC02691	106	8	0.9875	1.0
WGD2ANC02695	5	13	1.0	1.0
WGD2ANC02697	1	20	1.0	1.0
WGD2ANC02698	9	13	1.0	0.880769230769
WGD2ANC02698	24	13	0.988461538462	1.0
WGD2ANC02698	44	17	1.0	1.0
WGD2ANC02698	63	8	0.9375	0.9125
WGD2ANC02700	113	16	0.965625	1.0
WGD2ANC02708	5	6	0.933333333333	1.0
WGD2ANC02708	32	10	0.965	0.9
WGD2ANC02708	195	9	0.988888888889	0.977777777778
WGD2ANC02709	46	11	0.990909090909	0.995454545455
WGD2ANC02710	6	10	0.97	1.0
WGD2ANC02713	3	10	0.96	1.0
WGD2ANC02723	16	15	0.99	0.913333333333
WGD2ANC02744	27	6	0.991666666667	0.883333333333
WGD2ANC02745	1	22	0.997727272727	0.993181818182
WGD2ANC02745	53	11	1.0	1.0
WGD2ANC02745	65	13	0.973076923077	0.969230769231
WGD2ANC02745	92	12	0.979166666667	1.0
WGD2ANC02745	134	8	0.975	1.0
WGD2ANC02751	9	11	1.0	1.0
WGD2ANC02755	12	6	0.983333333333	1.0
WGD2ANC02757	45	12	0.966666666667	1.0
WGD2ANC02768	2	10	0.97	0.98
WGD2ANC02770	112	33	0.972727272727	0.99696969697
WGD2ANC02770	148	6	0.966666666667	0.991666666667
WGD2ANC02770	156	9	0.977777777778	1.0
WGD2ANC02772	20	7	0.971428571429	1.0
WGD2ANC02775	8	7	0.985714285714	0.978571428571
WGD2ANC02778	19	11	0.890909090909	0.918181818182
WGD2ANC02782	39	21	0.995238095238	1.0
WGD2ANC02782	71	7	1.0	0.978571428571
WGD2ANC02782	80	20	0.9775	1.0
WGD2ANC02786	12	10	0.995	0.99
WGD2ANC02786	39	7	0.971428571429	0.978571428571
WGD2ANC02786	54	9	0.972222222222	0.872222222222
WGD2ANC02789	3	9	0.983333333333	1.0
WGD2ANC02797	24	6	1.0	0.941666666667
WGD2ANC02801	7	8	0.95625	1.0
WGD2ANC02801	24	16	0.99375	0.996875
WGD2ANC02803	4	8	1.0	1.0
WGD2ANC02803	28	7	0.978571428571	1.0
WGD2ANC02809	12	14	1.0	0.85
WGD2ANC02809	28	14	1.0	0.842857142857
WGD2ANC02810	17	11	0.990909090909	1.0
WGD2ANC02810	32	26	0.992307692308	0.994230769231
WGD2ANC02811	12	8	0.9875	0.98125
WGD2ANC02819	34	8	0.71875	0.95625
WGD2ANC02833	7	7	0.985714285714	0.978571428571
WGD2ANC02844	23	20	0.9925	1.0
WGD2ANC02845	38	15	0.956666666667	1.0
WGD2ANC02852	53	9	0.983333333333	0.983333333333
WGD2ANC02856	49	12	1.0	0.933333333333
WGD2ANC02862	2	12	1.0	0.991666666667
WGD2ANC02872	15	13	0.984615384615	1.0
WGD2ANC02884	10	6	0.966666666667	0.983333333333
WGD2ANC02884	18	12	1.0	0.983333333333
WGD2ANC02884	32	7	1.0	0.935714285714
WGD2ANC02898	9	12	0.995833333333	0.9875
WGD2ANC02899	56	9	0.972222222222	1.0
WGD2ANC02918	21	9	1.0	1.0
WGD2ANC02923	3	18	0.997222222222	0.983333333333
WGD2ANC02923	23	9	0.983333333333	0.966666666667
WGD2ANC02933	4	6	0.941666666667	0.975
WGD2ANC02939	26	6	0.9	1.0
WGD2ANC02951	4	9	1.0	0.833333333333
WGD2ANC02957	15	12	0.995833333333	1.0
WGD2ANC02957	33	23	0.986956521739	0.980434782609
WGD2ANC02960	3	17	1.0	0.967647058824
WGD2ANC02964	0	13	0.988461538462	1.0
WGD2ANC02964	31	33	0.995454545455	0.945454545455
WGD2ANC02964	75	15	0.98	0.8
WGD2ANC02964	130	17	0.985294117647	1.0
WGD2ANC02967	2	7	1.0	1.0
WGD2ANC02967	9	9	0.994444444444	1.0
WGD2ANC02967	42	6	0.991666666667	0.975
WGD2ANC02969	8	14	1.0	0.985714285714
WGD2ANC02970	4	16	1.0	1.0
WGD2ANC02970	37	12	0.991666666667	0.9875
WGD2ANC02970	52	12	1.0	1.0
WGD2ANC02970	67	10	0.97	1.0
WGD2ANC02970	90	7	1.0	0.971428571429
WGD2ANC02983	148	6	0.975	0.966666666667
WGD2ANC02990	11	8	1.0	0.99375
WGD2ANC03000	6	13	1.0	0.973076923077
WGD2ANC03000	22	7	1.0	0.95
WGD2ANC03003	22	13	1.0	0.965384615385
WGD2ANC03004	9	30	0.975	1.0
WGD2ANC03012	11	6	0.958333333333	1.0
WGD2ANC03027	13	7	0.992857142857	0.992857142857
WGD2ANC03027	21	19	0.926315789474	1.0
WGD2ANC03035	17	9	1.0	0.922222222222
WGD2ANC03035	33	16	0.984375	0.99375
WGD2ANC03037	15	6	0.983333333333	0.908333333333
WGD2ANC03037	44	8	0.975	1.0
WGD2ANC03048	8	12	0.979166666667	1.0
WGD2ANC03049	17	25	0.99	0.968
WGD2ANC03050	47	6	1.0	0.958333333333
WGD2ANC03050	56	7	0.957142857143	0.978571428571
WGD2ANC03053	5	9	0.977777777778	1.0
WGD2ANC03053	64	8	0.99375	1.0
WGD2ANC03055	9	10	1.0	0.945
WGD2ANC03059	1	9	1.0	0.977777777778
WGD2ANC03059	13	6	1.0	1.0
WGD2ANC03066	13	6	0.925	1.0
WGD2ANC03075	24	9	0.961111111111	0.972222222222
WGD2ANC03086	61	9	0.983333333333	0.961111111111
WGD2ANC03086	79	9	0.955555555556	1.0
WGD2ANC03088	1	20	1.0	1.0
WGD2ANC03088	36	26	0.984615384615	1.0
WGD2ANC03088	144	7	0.992857142857	1.0
WGD2ANC03089	18	18	0.966666666667	0.819444444444
WGD2ANC03089	52	10	0.985	0.8
WGD2ANC03089	63	13	0.992307692308	0.846153846154
WGD2ANC03089	181	9	0.961111111111	0.933333333333
WGD2ANC03100	6	18	0.994444444444	0.991666666667
WGD2ANC03115	17	13	1.0	0.984615384615
WGD2ANC03115	34	25	0.988	0.996
WGD2ANC03115	187	11	0.986363636364	1.0
WGD2ANC03126	5	14	0.996428571429	0.975
WGD2ANC03127	9	6	0.966666666667	1.0
WGD2ANC03127	138	10	0.96	1.0
WGD2ANC03129	102	8	0.9875	0.9875
WGD2ANC03130	62	11	0.981818181818	1.0
WGD2ANC03133	13	13	0.996153846154	1.0
WGD2ANC03133	30	6	0.975	0.975
WGD2ANC03133	38	14	0.975	0.996428571429
WGD2ANC03136	33	7	0.942857142857	1.0
WGD2ANC03138	135	9	0.972222222222	1.0
WGD2ANC03139	96	6	0.975	0.975
WGD2ANC03150	8	8	0.98125	1.0
WGD2ANC03152	0	6	1.0	1.0
WGD2ANC03152	8	6	1.0	1.0
WGD2ANC03153	10	7	0.928571428571	1.0
WGD2ANC03164	3	13	0.984615384615	0.957692307692
WGD2ANC03177	13	16	0.99375	0.996875
WGD2ANC03184	5	6	0.916666666667	1.0
WGD2ANC03185	19	23	1.0	0.939130434783
WGD2ANC03189	24	8	0.95	1.0
WGD2ANC03192	4	6	0.983333333333	0.9
WGD2ANC03195	12	16	0.99375	0.984375
WGD2ANC03195	30	9	0.994444444444	1.0
WGD2ANC03195	54	7	0.935714285714	1.0
WGD2ANC03196	23	14	0.978571428571	0.946428571429
WGD2ANC03199	1	10	0.935	0.965
WGD2ANC03213	69	6	1.0	0.966666666667
WGD2ANC03216	8	10	0.995	0.955
WGD2ANC03218	0	9	1.0	1.0
WGD2ANC03220	4	9	0.994444444444	0.977777777778
WGD2ANC03220	27	9	0.994444444444	0.983333333333
WGD2ANC03220	41	11	1.0	0.986363636364
WGD2ANC03221	12	14	0.967857142857	0.978571428571
WGD2ANC03224	9	11	0.977272727273	0.986363636364
WGD2ANC03226	12	25	0.994	1.0
WGD2ANC03227	4	6	0.991666666667	0.908333333333
WGD2ANC03229	2	12	0.995833333333	0.9875
WGD2ANC03229	16	7	0.942857142857	0.95
WGD2ANC03232	11	9	0.977777777778	1.0
WGD2ANC03244	80	7	0.957142857143	1.0
WGD2ANC03244	95	11	0.968181818182	1.0
WGD2ANC03244	123	29	0.981034482759	1.0
WGD2ANC03244	153	18	0.997222222222	1.0
WGD2ANC03244	179	17	0.994117647059	1.0
WGD2ANC03245	31	11	0.977272727273	1.0
WGD2ANC03268	6	6	0.958333333333	0.983333333333
WGD2ANC03270	5	8	0.95625	1.0
WGD2ANC03279	3	23	0.967391304348	0.965217391304
WGD2ANC03281	12	30	0.998333333333	0.895
WGD2ANC03283	18	14	0.967857142857	1.0
WGD2ANC03291	14	15	0.98	0.986666666667
WGD2ANC03291	34	6	1.0	0.975
WGD2ANC03291	54	20	0.9925	0.9825
WGD2ANC03291	95	9	1.0	1.0
WGD2ANC03297	4	8	0.9625	0.93125
WGD2ANC03300	6	7	0.971428571429	1.0
WGD2ANC03306	9	21	1.0	0.966666666667
WGD2ANC03315	4	7	0.985714285714	0.978571428571
WGD2ANC03316	16	8	0.99375	1.0
WGD2ANC03323	29	7	0.95	1.0
WGD2ANC03335	169	6	0.908333333333	1.0
WGD2ANC03348	1	15	0.993333333333	1.0
WGD2ANC03365	9	6	0.933333333333	1.0
WGD2ANC03368	8	39	0.992307692308	1.0
WGD2ANC03376	9	6	0.933333333333	1.0
WGD2ANC03379	7	12	0.991666666667	0.9625
WGD2ANC03393	2	7	0.978571428571	1.0
WGD2ANC03407	17	6	1.0	1.0
WGD2ANC03412	7	12	0.958333333333	0.95
WGD2ANC03418	155	9	0.977777777778	1.0
WGD2ANC03419	7	16	0.975	1.0
WGD2ANC03422	7	10	1.0	0.975
WGD2ANC03426	33	12	0.995833333333	1.0
WGD2ANC03426	47	13	0.984615384615	1.0
WGD2ANC03429	3	10	1.0	0.955
WGD2ANC03429	16	9	1.0	1.0
WGD2ANC03429	28	20	1.0	1.0
WGD2ANC03436	148	6	0.966666666667	0.908333333333
WGD2ANC03450	5	8	0.825	0.88125
WGD2ANC03450	124	8	0.9875	0.9875
WGD2ANC03457	2	9	0.966666666667	1.0
WGD2ANC03457	15	20	0.9875	1.0
WGD2ANC03457	55	12	0.954166666667	0.991666666667
WGD2ANC03461	7	12	0.995833333333	0.958333333333
WGD2ANC03464	5	18	0.991666666667	1.0
WGD2ANC03466	35	24	0.96875	1.0
WGD2ANC03467	6	34	0.986764705882	1.0
WGD2ANC03467	77	11	0.986363636364	1.0
WGD2ANC03474	1	7	0.992857142857	1.0
WGD2ANC03474	9	8	0.99375	1.0
WGD2ANC03474	19	44	0.998863636364	0.997727272727
WGD2ANC03474	65	29	0.996551724138	0.996551724138
WGD2ANC03474	96	6	0.991666666667	0.991666666667
WGD2ANC03474	106	6	1.0	0.983333333333
WGD2ANC03474	115	7	0.985714285714	0.971428571429
WGD2ANC03476	3	17	0.973529411765	1.0
WGD2ANC03485	10	9	0.966666666667	0.877777777778
WGD2ANC03492	2	13	0.992307692308	1.0
WGD2ANC03492	20	10	1.0	0.97
WGD2ANC03492	40	14	0.989285714286	0.985714285714
WGD2ANC03492	66	24	0.995833333333	0.975
WGD2ANC03492	94	7	0.992857142857	0.992857142857
WGD2ANC03492	112	6	0.983333333333	1.0
WGD2ANC03493	26	7	0.95	1.0
WGD2ANC03507	68	16	1.0	0.975
WGD2ANC03512	4	6	0.933333333333	1.0
WGD2ANC03512	26	14	0.992857142857	1.0
WGD2ANC03512	83	10	0.98	1.0
WGD2ANC03512	114	6	0.95	1.0
WGD2ANC03520	19	12	0.979166666667	1.0
WGD2ANC03525	21	16	0.971875	1.0
WGD2ANC03526	2	14	0.992857142857	0.882142857143
WGD2ANC03527	60	11	0.981818181818	0.990909090909
WGD2ANC03528	6	8	0.94375	1.0
WGD2ANC03532	38	7	0.992857142857	1.0
WGD2ANC03532	46	14	0.989285714286	0.978571428571
WGD2ANC03539	172	11	0.977272727273	0.977272727273
WGD2ANC03543	18	18	1.0	1.0
WGD2ANC03543	38	13	0.992307692308	0.892307692308
WGD2ANC03545	35	10	1.0	0.995
WGD2ANC03545	47	11	0.977272727273	0.954545454545
WGD2ANC03545	78	9	1.0	1.0
WGD2ANC03550	120	6	0.991666666667	1.0
WGD2ANC03551	2	18	0.977777777778	1.0
WGD2ANC03553	16	11	0.986363636364	0.945454545455
WGD2ANC03564	15	7	0.985714285714	1.0
WGD2ANC03566	2	8	0.99375	1.0
WGD2ANC03566	15	8	1.0	0.975
WGD2ANC03566	29	7	1.0	0.928571428571
WGD2ANC03567	8	11	0.990909090909	0.995454545455
WGD2ANC03567	21	6	0.991666666667	0.9
WGD2ANC03569	22	19	0.973684210526	1.0
WGD2ANC03573	2	17	1.0	1.0
WGD2ANC03581	38	9	0.994444444444	0.988888888889
WGD2ANC03581	51	7	1.0	0.964285714286
WGD2ANC03587	9	10	0.995	1.0
WGD2ANC03598	46	9	0.966666666667	1.0
WGD2ANC03605	36	7	0.928571428571	1.0
WGD2ANC03605	97	7	0.971428571429	1.0
WGD2ANC03610	20	8	0.9625	0.98125
WGD2ANC03616	1	7	0.992857142857	1.0
WGD2ANC03631	29	11	0.95	1.0
WGD2ANC03640	8	8	0.99375	0.98125
WGD2ANC03647	2	18	0.986111111111	0.977777777778
WGD2ANC03647	28	6	0.925	1.0
WGD2ANC03648	110	9	0.977777777778	0.966666666667
WGD2ANC03652	4	9	1.0	1.0
WGD2ANC03652	17	16	0.990625	0.990625
WGD2ANC03661	4	19	0.944736842105	1.0
WGD2ANC03671	12	7	0.992857142857	1.0
WGD2ANC03675	1	9	0.977777777778	0.877777777778
WGD2ANC03684	1	8	0.98125	1.0
WGD2ANC03684	10	9	1.0	1.0
WGD2ANC03684	34	7	1.0	0.85
WGD2ANC03684	44	6	0.958333333333	0.975
WGD2ANC03684	55	7	0.964285714286	0.971428571429
WGD2ANC03702	2	25	0.988	1.0
WGD2ANC03721	5	9	0.972222222222	1.0
WGD2ANC03723	4	8	0.9875	0.8375
WGD2ANC03725	9	8	0.96875	1.0
WGD2ANC03728	3	15	0.983333333333	1.0
WGD2ANC03733	45	7	0.992857142857	0.978571428571
WGD2ANC03747	6	6	1.0	1.0
WGD2ANC03753	26	12	0.995833333333	1.0
WGD2ANC03756	4	12	0.983333333333	1.0
WGD2ANC03759	80	11	0.909090909091	1.0
WGD2ANC03761	6	6	0.991666666667	0.891666666667
WGD2ANC03762	25	14	1.0	0.928571428571
WGD2ANC03762	69	9	0.988888888889	1.0
WGD2ANC03766	2	11	0.995454545455	0.990909090909
WGD2ANC03767	1	11	1.0	0.945454545455
WGD2ANC03772	35	7	0.992857142857	1.0
WGD2ANC03778	8	32	0.9546875	1.0
WGD2ANC03782	3	17	0.994117647059	1.0
WGD2ANC03795	16	7	1.0	1.0
WGD2ANC03795	44	13	1.0	0.961538461538
WGD2ANC03797	10	21	0.988095238095	1.0
WGD2ANC03798	34	22	0.997727272727	0.990909090909
WGD2ANC03802	23	7	0.9	1.0
WGD2ANC03806	9	14	0.996428571429	1.0
WGD2ANC03809	21	7	0.9	1.0
WGD2ANC03812	33	11	1.0	1.0
WGD2ANC03812	57	24	1.0	1.0
WGD2ANC03814	2	7	0.978571428571	1.0
WGD2ANC03827	5	6	1.0	0.966666666667
WGD2ANC03847	9	8	0.94375	0.9875
WGD2ANC03847	29	6	0.916666666667	0.9
WGD2ANC03852	39	8	0.85	0.9
WGD2ANC03854	5	10	0.975	1.0
WGD2ANC03854	17	14	0.989285714286	1.0
WGD2ANC03855	38	11	1.0	1.0
WGD2ANC03855	52	12	0.970833333333	1.0
WGD2ANC03858	14	16	0.990625	0.99375
WGD2ANC03862	1	8	0.98125	0.9625
WGD2ANC03863	9	6	0.983333333333	0.991666666667
WGD2ANC03865	9	6	0.983333333333	0.958333333333
WGD2ANC03865	15	6	1.0	0.966666666667
WGD2ANC03865	115	10	0.99	0.98
WGD2ANC03869	47	8	0.98125	0.8375
WGD2ANC03870	208	6	0.983333333333	1.0
WGD2ANC03876	13	9	0.983333333333	1.0
WGD2ANC03876	26	15	0.996666666667	0.923333333333
WGD2ANC03879	81	11	0.95	1.0
WGD2ANC03880	9	17	0.973529411765	1.0
WGD2ANC03881	12	8	0.975	0.90625
WGD2ANC03881	37	9	0.961111111111	1.0
WGD2ANC03883	71	12	0.9875	0.983333333333
WGD2ANC03884	3	13	0.969230769231	1.0
WGD2ANC03884	45	7	0.978571428571	1.0
WGD2ANC03891	8	10	1.0	0.875
WGD2ANC03891	32	6	0.975	0.858333333333
WGD2ANC03891	39	7	1.0	0.9
WGD2ANC03891	49	7	1.0	0.871428571429
WGD2ANC03900	7	13	0.984615384615	1.0
WGD2ANC03900	21	9	1.0	0.994444444444
WGD2ANC03904	16	11	0.963636363636	0.945454545455
WGD2ANC03908	19	20	1.0	1.0
WGD2ANC03908	44	17	1.0	0.994117647059
WGD2ANC03918	4	6	0.966666666667	0.975
WGD2ANC03918	15	12	0.991666666667	0.941666666667
WGD2ANC03919	42	14	0.996428571429	1.0
WGD2ANC03925	8	9	0.955555555556	1.0
WGD2ANC03926	50	9	0.983333333333	1.0
WGD2ANC03926	68	19	0.992105263158	0.997368421053
WGD2ANC03929	13	9	0.938888888889	1.0
WGD2ANC03933	1	19	0.981578947368	0.957894736842
